est,exec_time
777205,0.1670517921447754
10904569,0.9968843460083008
36411985,1.215775728225708
34862185,1.1068546772003174
2557928,0.4906322956085205
8542369,0.5555007457733154
6670763,0.3182370662689209
753795827,6.901012897491455
206778373,2.268979072570801
2219938,0.5080885887145996
1508072,0.23588180541992188
2742632,0.24708962440490723
10904569,0.9994754791259766
36411985,1.1782770156860352
34862185,1.1032264232635498
8193699,0.909466028213501
27653330,1.1199510097503662
22579633,0.7825782299041748
753795827,6.8605735301971436
625302671,6.21310019493103
36242854,1.8780217170715332
1038370,0.8398482799530029
80270803,3.2631399631500244
41839,0.10609817504882812
2609027,0.3458852767944336
148550,0.16743779182434082
1038370,0.8388864994049072
80270803,3.3163232803344727
7796880,1.0603141784667969
148550,0.16848397254943848
7796880,1.0600690841674805
121857,0.283602237701416
459907,0.12586140632629395
36242854,1.8903799057006836
45428,0.3154878616333008
2766788,1.0610148906707764
13626036,1.0741567611694336
45428,0.3136920928955078
2766788,1.0594594478607178
13626036,1.0783336162567139
1830999,1.060121774673462
1830999,1.0635576248168945
457029,0.3518352508544922
84169,0.12698578834533691
10385299,1.001720905303955
546190,0.41170835494995117
26037496,2.7154672145843506
13626036,1.0797443389892578
96372,0.38561487197875977
7290088,1.3653876781463623
2840600,0.8917601108551025
16461430,1.6800785064697266
2936046,1.234572410583496
1533856,0.6343615055084229
459907,0.12534785270690918
36242854,1.878127098083496
546190,0.41572117805480957
26037496,2.466221809387207
13626036,1.077406644821167
546190,0.4142496585845947
26037496,2.679389715194702
13626036,1.0707716941833496
16461430,1.6856038570404053
16461430,1.664255142211914
495349,0.3521444797515869
305052,0.14312434196472168
1191932,0.7957439422607422
10904569,1.031571865081787
14801648,2.0328176021575928
13354747,1.6643097400665283
1816932,0.46726107597351074
2647002,1.1438610553741455
1837376,0.9119195938110352
132303788,3.4998867511749268
24675392,1.6123263835906982
3036596,0.6285688877105713
2609027,0.3430335521697998
7451640,1.145660400390625
10904569,1.0173227787017822
14801648,1.9539177417755127
13354747,1.648031234741211
10904569,0.9917335510253906
14801648,2.014800786972046
13354747,1.627486228942871
132303788,3.479226589202881
132303788,3.583662271499634
1798254,0.41625475883483887
1170131,0.20500707626342773
4402052,0.9063990116119385
10904569,1.0276930332183838
14801648,2.040019989013672
13354747,1.645951271057129
6621401,0.8074090480804443
9273584,1.578749418258667
6991273,1.1770122051239014
132303788,3.5022103786468506
90649357,2.818831443786621
8852139,0.9230587482452393
2343133,0.16609883308410645
215757863,3.726926326751709
151179494,2.654438018798828
4911549,0.8484964370727539
1053155,0.13919758796691895
215757863,3.7547569274902344
84216787,1.96183443069458
5181,0.12508535385131836
511912,0.17475128173828125
5527867,0.5617246627807617
14102,0.16310906410217285
327570,0.44312572479248047
19467468,1.2361061573028564
7153,0.18039870262145996
169529,0.4569249153137207
7274783,0.7483956813812256
777536,0.5145494937896729
333464,0.5210766792297363
2699,0.12886524200439453
381306,0.17575430870056152
4558747,0.5308496952056885
14102,0.1623399257659912
327570,0.4430429935455322
19467468,1.2444062232971191
3411,0.18457913398742676
95564,0.4534316062927246
6872226,0.7159335613250732
777536,0.5147557258605957
307213,0.5169792175292969
8209,0.14284992218017578
917405,0.3358469009399414
10383129,0.719292163848877
14102,0.16311883926391602
327570,0.44297289848327637
19467468,1.24428391456604
10936,0.1999814510345459
272732,0.47896480560302734
14623207,1.135655403137207
777536,0.5173687934875488
658547,0.5482311248779297
296185,0.35947275161743164
84170,0.13070297241210938
684035,0.18307137489318848
524542,0.1664261817932129
424985,0.42293405532836914
5075959,0.7415685653686523
2565639,0.7271690368652344
3461665,0.2576634883880615
1354831,0.24157094955444336
34862185,1.1041769981384277
71282,0.3976156711578369
731642,0.4586951732635498
494216,0.45209765434265137
447626,0.20797157287597656
248580,0.20191264152526855
5553475,0.3889291286468506
4168553,0.5964415073394775
1582510,0.5674464702606201
50643925,1.6642260551452637
33226439,0.9013187885284424
532004,0.485623836517334
288999,0.4770808219909668
8559044,0.6384890079498291
5265500,0.3646993637084961
49075796,1.40224289894104
8275166,0.7726376056671143
233580,0.35086750984191895
64060,0.16465449333190918
475871,0.16324591636657715
409219,0.15889310836791992
424985,0.42429518699645996
5075959,0.7390820980072021
2565639,0.7043154239654541
3461665,0.25935983657836914
1354831,0.23717141151428223
34862185,1.083010196685791
53011,0.390714168548584
488088,0.44128847122192383
374492,0.43791794776916504
305627,0.20229840278625488
183838,0.1948835849761963
3655291,0.3010225296020508
4168553,0.5963847637176514
1582510,0.5598359107971191
50643925,1.7816824913024902
33226439,0.8285949230194092
346793,0.4727959632873535
208034,0.46687984466552734
5280945,0.5837390422821045
3432097,0.330782413482666
49075796,1.4512889385223389
5060603,0.6168568134307861
436519,0.3610696792602539
294606,0.1445908546447754
1127712,0.8249068260192871
299527,0.14998507499694824
10904569,1.0437119007110596
14801648,2.116989850997925
36411985,1.2652673721313477
13354747,1.6988561153411865
34862185,1.1041474342346191
35802917,1.8810675144195557
1258183,0.46819543838500977
1984386,1.170025110244751
2742259,0.4877443313598633
1636996,0.9349446296691895
2116620,0.2591733932495117
2583715,1.0271086692810059
132303788,3.619521379470825
753795827,7.674518823623657
540367248,7.859462022781372
434253498,6.518926620483398
17669890,1.4847142696380615
67597279,1.243791103363037
50166793,1.9107701778411865
32897367,1.510301113128662
12881884041,147.11303877830505
1352809549,11.664292812347412
436519,0.34923338890075684
37,0.04669928550720215
1127712,0.7943463325500488
299527,0.1439647674560547
1680,0.30631089210510254
14801648,2.0383946895599365
36411985,1.2113559246063232
339,0.7392592430114746
2756,0.10601401329040527
35802917,1.8469326496124268
430,0.30582094192504883
1984386,1.119459629058838
2742259,0.46483826637268066
86,0.734687328338623
449,0.1087942123413086
2583715,0.9799962043762207
13040,0.9989233016967773
133709,0.36907196044921875
540367248,8.210696935653687
20207,0.7973842620849609
2967,0.9958517551422119
21091,0.36807894706726074
50166793,1.803046464920044
3340,0.8000650405883789
1135407,1.074953556060791
191935,1.0620651245117188
1798254,0.4206712245941162
1170131,0.20413446426391602
4402052,0.9026439189910889
1970347,0.22102785110473633
10904569,1.001537561416626
14801648,2.0320334434509277
36411985,1.208707571029663
13354747,1.6488940715789795
34862185,1.059788465499878
35802917,1.7877206802368164
6621401,0.7987725734710693
9273584,1.6718130111694336
21795137,0.9309329986572266
6991273,1.2599163055419922
16657560,0.5203971862792969
18053822,1.3357281684875488
132303788,3.4329659938812256
753795827,6.902232885360718
540367248,7.797035217285156
434253498,6.5202412605285645
90649357,2.880293846130371
512575648,4.8614723682403564
365165944,5.625535726547241
251883414,4.36918830871582
12881884041,130.84202766418457
9537309225,95.12943649291992
1533856,0.5266909599304199
459907,0.12386035919189453
36242854,1.9008567333221436
4523787,0.386244535446167
546190,0.4070920944213867
26037496,2.4518144130706787
8854830,0.937586784362793
13626036,1.0680811405181885
3461665,0.2543215751647949
215757863,3.5965018272399902
546190,0.4137387275695801
26037496,2.5023276805877686
8854830,0.9659359455108643
13626036,1.1063899993896484
3461665,0.26347851753234863
215757863,3.6730525493621826
16461430,1.7286076545715332
7567726,0.68509840965271
510906310,7.226429224014282
200535273,3.9279470443725586
16461430,1.7329444885253906
7567726,0.6833386421203613
510906310,7.414667367935181
200535273,3.8443336486816406
492926017,7.022817134857178
492926017,6.993512153625488
276618,0.34226107597351074
43835,0.09829020500183105
5934800,0.9344327449798584
299527,0.1489853858947754
546190,0.42674970626831055
26037496,2.5400052070617676
8854830,0.959334135055542
13626036,1.1133770942687988
3461665,0.2577841281890869
215757863,3.9052956104278564
46650,0.3607900142669678
4308572,1.2858824729919434
464069,0.4382946491241455
1490314,0.8549580574035645
179615,0.16734933853149414
17277977,1.1803171634674072
16461430,1.7269706726074219
7567726,0.6801881790161133
510906310,7.384826183319092
200535273,3.616600751876831
1436221,1.1794373989105225
306621,0.4364020824432373
35755039,1.607578992843628
14791505,1.1100449562072754
492926017,6.558863878250122
32355559,1.5840351581573486
4911549,0.8935267925262451
1053155,0.143357515335083
86570,0.08570265769958496
215757863,4.1579954624176025
13626036,1.105116844177246
3461665,0.25609326362609863
84216787,1.834153413772583
2693658,0.836885929107666
897332,0.15909242630004883
200535273,3.8060333728790283
81494733,1.8448820114135742
3785462,0.8359763622283936
682355,0.13348650932312012
58024,0.0804283618927002
215757863,3.6188385486602783
13626036,1.0708138942718506
3461665,0.2511179447174072
53765709,1.5224766731262207
1839592,0.818678617477417
547364,0.15653610229492188
200535273,3.559105396270752
51282842,1.4404370784759521
271,0.10849952697753906
20454,0.11220455169677734
250647,0.38107776641845703
14102,0.15660500526428223
327570,0.4255192279815674
19467468,1.2018930912017822
372,0.16033244132995605
8543,0.418015718460083
370037,0.4674229621887207
777536,0.4944419860839844
19006,0.4719502925872803
641500,0.48675084114074707
221305,0.14772677421569824
1970347,0.21627211570739746
1170131,0.20394468307495117
424985,0.4066329002380371
5075959,0.8983347415924072
2565639,0.7653102874755859
3461665,0.25220179557800293
1354831,0.22867155075073242
34862185,1.0907347202301025
198907,0.42630982398986816
2283689,0.6580080986022949
1195246,0.6423234939575195
1402910,0.24096918106079102
646048,0.23145246505737305
16657560,0.5827100276947021
4168553,0.5972895622253418
1582510,0.563209056854248
50643925,1.7785367965698242
33226439,0.9895315170288086
1801102,0.5894880294799805
784247,0.5745713710784912
27360426,1.301567792892456
16001077,0.5538637638092041
49075796,1.4332759380340576
26718396,0.9564452171325684
455204,0.38094019889831543
143560,0.13765501976013184
1253076,0.20056676864624023
829594,0.19341206550598145
424985,0.4224863052368164
5075959,0.7417540550231934
2565639,0.7058312892913818
3461665,0.25747013092041016
1354831,0.23826003074645996
34862185,1.0991499423980713
125526,0.4068892002105713
1384099,0.5003862380981445
813665,0.4988110065460205
850672,0.22321176528930664
427679,0.2178955078125
10326054,0.4766533374786377
4168553,0.5961928367614746
1582510,0.5576071739196777
50643925,1.7893974781036377
33226439,0.879340648651123
1043758,0.4886441230773926
508374,0.48583221435546875
16264284,0.9432692527770996
9861437,0.43227148056030273
49075796,1.3372931480407715
15813581,0.7611196041107178
1185061,0.39498257637023926
760912,0.18534255027770996
2832043,0.8634936809539795
199,0.05322265625
10904569,1.0243775844573975
14801648,2.0302722454071045
4801,0.31220102310180664
13354747,1.6490237712860107
3218,0.10524654388427734
1821,0.7463834285736084
4733255,0.5875930786132812
6395309,1.3155112266540527
3456,0.31151914596557617
4673283,1.0759031772613525
2178,0.10458254814147949
1254,0.7421591281890869
132303788,3.5526535511016846
114260,0.3677809238433838
57861,1.0055656433105469
32299,0.7991576194763184
64293394,2.1972501277923584
83888,0.36725497245788574
41636,1.0072417259216309
23853,0.7960910797119141
1499619,1.076373815536499
1067496,1.0743796825408936
380780,0.34487080574035645
253050,0.13729500770568848
888238,0.785693883895874
100,0.051941633224487305
10904569,1.0161211490631104
14801648,2.05568265914917
4801,0.31098055839538574
13354747,1.6501514911651611
3218,0.10352182388305664
1821,0.7412741184234619
1672783,0.4451291561126709
2055159,1.1126627922058105
1084,0.3120453357696533
1571068,0.9038708209991455
777,0.10917377471923828
467,0.7717716693878174
132303788,3.5486793518066406
114260,0.36566615104675293
57861,1.002608299255371
32299,0.7957472801208496
22138599,1.566065788269043
22926,0.3971707820892334
11235,1.0405282974243164
7143,0.825639009475708
1499619,1.114732265472412
268172,1.0996813774108887
815159,0.40571069717407227
221305,0.1490030288696289
21333647,1.3067166805267334
1970347,0.22696399688720703
546190,0.42671823501586914
26037496,2.566556930541992
8854830,0.9732139110565186
13626036,1.1135950088500977
3461665,0.26344823837280273
215757863,3.7586233615875244
257626,0.4296879768371582
14392288,1.815516710281372
3564348,0.6048824787139893
7097784,1.0131728649139404
1402910,0.24565958976745605
114181684,2.529911518096924
16461430,1.7421588897705078
7567726,0.6789190769195557
510906310,7.400761604309082
200535273,3.7362987995147705
8005596,1.4751603603363037
2912307,0.6493439674377441
268237964,3.8574821949005127
104983487,2.356074810028076
492926017,7.019356966018677
258385195,4.1859450340271
