query_no,query,cardinality_predict,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_type_id=2;",859912.5076955092,0.6999989855103195,0,0.0
20,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2005;",4883583.266355051,0.6741000106558204,0,0.0
21,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2005;",863597.4394637153,1.1558400001376867,0,0.0
22,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",233978347.00305128,1.2333400081843138,0,0.0
23,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2005;",61435495.0859013,1.761250023264438,0,0.0
24,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2010;",1714338.3850432103,0.6061900057829916,0,0.0
25,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2010;",207120.52895945794,1.0080290376208723,0,0.0
26,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",233978347.00305128,0.1295700203627348,0,0.0
27,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2010;",14830272.685866922,1.7567989998497069,0,0.0
28,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>1990;",9023686.586529935,0.5254099960438907,0,0.0
29,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1990;",1887413.8883874721,0.9673990425653756,0,0.0
30,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",233978347.00305128,0.12747000437229872,0,0.0
31,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>1990;",157511592.12210852,1.8075989792123437,0,0.0
32,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005;",65203.035462607855,1.3146490091457963,0,0.0
33,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2005;",863597.4394637153,0.0914999982342124,0,0.0
34,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1313849.2477041564,1.4684690395370126,0,0.0
35,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;",339313.31297481613,1.6161599778570235,0,0.0
36,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2010;",23556.824968070043,1.4470199821516871,0,0.0
37,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2010;",207120.52895945794,0.08826004341244698,0,0.0
38,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1313849.2477041564,0.11894997442141175,0,0.0
39,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2010 AND mi_idx.info_type_id=101;",106686.34606174917,1.5953199472278357,0,0.0
40,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>1990;",119819.93042689009,1.279990014154464,0,0.0
41,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1990;",1887413.8883874721,0.09207997936755419,0,0.0
42,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1313849.2477041564,0.11855998309329152,0,0.0
43,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1990 AND mi_idx.info_type_id=101;",744437.9964719645,1.615379995200783,0,0.0
44,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2005;",4883583.266355051,0.08769996929913759,0,0.0
45,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2005;",293248.23864762264,1.1491890181787312,0,0.0
46,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18377222.652450882,1.0506290127523243,0,0.0
47,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2005;",5991629.409548191,2.1675689495168626,0,0.0
48,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2010;",1714338.3850432103,0.08763995720073581,0,0.0
49,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2010;",109146.81083177628,0.09459001012146473,0,0.0
50,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18377222.652450882,0.09549997048452497,0,0.0
51,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2010;",1769843.7179092327,1.819438999518752,0,0.0
52,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>1990;",9023686.586529935,0.08684996282681823,0,0.0
53,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>1990;",515989.2274145824,1.2172989663667977,0,0.0
54,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18377222.652450882,0.1060499926097691,0,0.0
55,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>1990;",12006690.52995996,1.8472789670340717,0,0.0
56,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2010 AND mk.keyword_id=8200;",1.0,1.1780000058934093,0,0.0
57,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.08261101605194,1.5728389844298363,0,0.0
58,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2010;",5902571.765018274,0.4404900246299803,0,0.0
59,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2010;",30.514511791698816,2.0037490176036954,0,0.0
60,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2014;",723.1676996639297,0.9032099624164402,0,0.0
61,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id;",214234773.14737722,0.5556999822147191,0,0.0
62,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2014;",3042.2431170769237,0.3697199863381684,0,0.0
63,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>2014;",4971.150495404473,1.405170012731105,0,0.0
64,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2014 AND mk.keyword_id=8200;",1.0,1.147489994764328,0,0.0
65,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.08261101605194,0.1219799742102623,0,0.0
66,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2014;",3042.2431170769237,0.07967004785314202,0,0.0
67,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2014;",1.0,1.9865999929606915,0,0.0
68,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000 AND mk.keyword_id=8200;",4.126107776352533,1.1869990266859531,0,0.0
69,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.08261101605194,0.12137001613155007,0,0.0
70,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2000;",21208269.56636832,0.37759897531941533,0,0.0
71,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2000;",228.7622862284188,1.9345690379850566,0,0.0
72,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000;",1356762.6578534471,0.9067390346899629,0,0.0
73,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id;",214234773.14737722,0.12031994992867112,0,0.0
74,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2000;",21208269.56636832,0.07986999116837978,0,0.0
75,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>2000;",110278888.92501514,1.5095299459062517,0,0.0
76,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<1995;",4492230.583404654,0.845049973577261,0,0.0
77,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<1984;",688745.7004418432,0.40434999391436577,0,0.0
78,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<2010;",21309183.86923785,0.40104996878653765,0,0.0
79,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=2;",7376378.219521079,0.20976999076083302,0,0.0
80,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15438209.487017622,0.6039600120857358,0,0.0
81,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459192,0.08596002589911222,0,0.0
82,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15438209.487017622,0.12509000953286886,0,0.0
83,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=4;",2700165.944452984,0.2658889861777425,0,0.0
84,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=4;",5141968.892189105,0.5689599784091115,0,0.0
85,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459192,0.08523004362359643,0,0.0
86,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=4;",5141968.892189105,0.1224899897351861,0,0.0
87,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=7;",273245.3727078098,0.2095300005748868,0,0.0
88,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=7;",592308.3746527956,0.574160018004477,0,0.0
89,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459192,0.08552998770028353,0,0.0
90,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=7;",592308.3746527956,0.12412999058142304,0,0.0
91,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.production_year<2015 AND ci.role_id=2;",3251964.256949769,0.4900800413452089,0,0.0
92,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15438209.487017622,0.13011001283302903,0,0.0
93,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2005 AND t.production_year<2015;",534469.4795676253,1.0735989781096578,0,0.0
94,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND t.production_year>2005 AND t.production_year<2015;",5920759.896025045,1.6984589747153223,0,0.0
95,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2007 AND t.production_year<2010 AND ci.role_id=2;",862206.7528884489,0.43841899605467916,0,0.0
96,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15438209.487017622,0.1321200397796929,0,0.0
97,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2007 AND t.production_year<2010;",142511.7644704604,1.1092989589087665,0,0.0
98,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND t.production_year>2007 AND t.production_year<2010;",1633942.9085635806,1.6983390087261796,0,0.0
99,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND ci.role_id=1 AND t.production_year>2005;",5522748.170275014,0.40888000512495637,0,0.0
100,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2005;",534983.6556659058,0.9807689930312335,0,0.0
101,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=1;",27423680.896094345,0.5758799961768091,0,0.0
102,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2005 AND ci.role_id=1;",10505096.264840394,1.5816990053281188,0,0.0
103,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND ci.role_id=1 AND t.production_year>2010;",2052332.4474356615,0.39986998308449984,0,0.0
104,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2010;",190030.61535417396,1.034008979331702,0,0.0
105,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=1;",27423680.896094345,0.13197003863751888,0,0.0
106,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2010 AND ci.role_id=1;",3560029.2160148863,1.5743490075692534,0,0.0
107,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>1990;",26612969.797363795,0.382169964723289,0,0.0
108,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>1990;",972425.3647535073,0.9911489905789495,0,0.0
109,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id;",79747511.22862634,0.5429700249806046,0,0.0
110,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>1990;",56397456.37362829,1.633509004022926,0,0.0
111,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND mk.keyword_id=398 AND t.production_year>1950 AND t.production_year<2000;",3043.144470070884,1.2840189738199115,0,0.0
112,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2000;",325237.7885787994,1.268519030418247,0,0.0
113,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",12180.033648903058,1.33233901578933,0,0.0
114,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2000 AND mk.keyword_id=398;",4703.3042315051025,2.9865580145269632,0,0.0
115,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND mk.keyword_id=398;",7254.306918707307,0.6159399636089802,0,0.0
116,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2;",859912.5076955092,0.08853001054376364,0,0.0
117,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",12180.033648903058,0.1025399542413652,0,0.0
118,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",12180.033648903058,0.10037003085017204,0,0.0
119,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1950;",2726197.8255915926,0.9391100029461086,0,0.0
120,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>1950;",1436746.9014742288,1.0013399878516793,0,0.0
121,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id;",31921349.831867665,0.5903199780732393,0,0.0
122,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>1950;",28430527.78836497,1.8193090218119323,0,0.0
123,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND mi.info_type_id=3 AND t.production_year>2005 AND t.production_year<2008;",118899.6255384408,0.9829889750108123,0,0.0
124,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005 AND t.production_year<2008;",15458.71784576835,1.380378962494433,0,0.0
125,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008;",67450.280148996,1.2729089939966798,0,0.0
126,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=3;",268200.53023064794,2.0129980402998626,0,0.0
127,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND mi.info_type_id=3;",1321231.0993629426,1.6799690201878548,0,0.0
128,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND mi_idx.info_type_id=101;",251870.83648492623,1.4851890155114233,0,0.0
129,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3;",43894.40299042439,1.9502889481373131,0,0.0
130,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3;",112181.8987090022,2.667479042429477,0,0.0
131,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi_idx.info_type_id=101;",35995.59813949898,1.7373889568261802,0,0.0
132,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND mi.info_type_id=3 AND mi_idx.info_type_id=101;",828732.629701274,3.6021280102431774,0,0.0
133,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3 AND mi_idx.info_type_id=101;",79513.6458988344,2.9937190120108426,0,0.0
134,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND mi.info_type_id=105;",120815.62672947289,0.4903390072286129,0,0.0
135,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=113;",4.0018656437170605,1.049440004862845,0,0.0
136,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459192,0.0857299892231822,0,0.0
137,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=113 AND mi.info_type_id=105;",1.5027466194198382,1.5124190249480307,0,0.0
138,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mi.info_type_id=105;",344087.3453713289,1.1308190296404064,0,0.0
139,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=113;",32.14543742120141,0.1322099706158042,0,0.0
140,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=113 AND mi.info_type_id=105;",1.5027466194198382,0.12031994992867112,0,0.0
