query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_type_id=2;",859897.692064133,1334883,1.246810017619282,0,0.0
11,"SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_companies mc,title t WHERE t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=112 AND mc.company_type_id=2 AND t.production_year>2010;",9.897343928670098,47,6.255787971895188,0,0.0
12,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2000 AND mc.company_type_id=2;",405637.4387129977,620001,3.2680780277587473,0,0.0
13,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_companies mc WHERE t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2;",16.45124598962977,22,0.30959799187257886,0,0.0
14,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=113 AND t.production_year>2000;",2.012057937105583,6,2.8583199600689113,0,0.0
15,"SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_companies mc,title t WHERE t.id=mi_idx.movie_id AND t.id=mc.movie_id AND mi_idx.info_type_id=113 AND mc.company_type_id=2 AND t.production_year>2000;",4.559746269817994,16,6.211095955222845,0,0.0
16,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id;",1680792.4879459185,2609129,0.6770049803890288,0,0.0
17,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_companies mc WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=117;",138547.4645131804,148552,2.384133986197412,0,0.0
18,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND mk.keyword_id=117;",28786.058562093407,41840,2.3461889941245317,0,0.0
19,"SELECT COUNT(*) FROM movie_keyword mk,movie_companies mc,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mk.keyword_id=117;",138547.4645131804,148552,0.27583498740568757,0,0.0
20,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2005;",4882742.057092875,4922359,1.4027750003151596,0,0.0
21,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2005;",863688.6773250916,1253091,2.8072260320186615,0,0.0
22,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",234006446.67821324,235420417,3.6815470084547997,0,0.0
23,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2005;",64119216.189247526,62682311,4.941402992699295,0,0.0
24,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2010;",1713637.870309691,1726523,1.4777359901927412,0,0.0
25,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2010;",207169.72637172745,299534,2.7547639911063015,0,0.0
26,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",234006446.67821324,235420417,0.2903880085796118,0,0.0
27,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2010;",14633504.521238744,11990578,4.803857998922467,0,0.0
28,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>1990;",9023656.493182853,9092685,1.5511829988099635,0,0.0
29,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1990;",1887477.4159768368,2742670,3.05039098020643,0,0.0
30,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id;",234006446.67821324,235420417,0.2884289715439081,0,0.0
31,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info mi WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>1990;",158722686.67817074,157041640,5.411200982052833,0,0.0
32,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005;",66349.3276962907,143567,2.783745003398508,0,0.0
33,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2005;",863688.6773250916,1253091,0.28631300665438175,0,0.0
34,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1310032.9659893794,3461792,3.057102963794023,0,0.0
35,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2005 AND mi_idx.info_type_id=101;",341168.069929735,850677,3.5874960012733936,0,0.0
36,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2010;",24385.637010815808,43838,2.8560200007632375,0,0.0
37,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>2010;",207169.72637172745,299534,0.23320596665143967,0,0.0
38,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1310032.9659893794,3461792,0.30360801611095667,0,0.0
39,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2010 AND mi_idx.info_type_id=101;",111348.9528421127,179616,3.9234469877555966,0,0.0
40,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>1990;",121049.3085662813,303486,3.344179014675319,0,0.0
41,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1990;",1887477.4159768368,2742670,0.29658799758180976,0,0.0
42,"SELECT COUNT(*) FROM title t,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=101;",1310032.9659893794,3461792,0.32861100044101477,0,0.0
43,"SELECT COUNT(*) FROM movie_keyword mk,title t,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1990 AND mi_idx.info_type_id=101;",737334.5514599272,2031666,3.936956054531038,0,0.0
44,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2005;",4882742.057092875,4922359,0.2720109769143164,0,0.0
45,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2005;",292983.16272810585,450556,3.821723978035152,0,0.0
46,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18452968.92554476,19468013,2.2653889609500766,0,0.0
47,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2005;",6274746.462597797,6333736,4.986136977095157,0,0.0
48,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>2010;",1713637.870309691,1726523,0.2746300306171179,0,0.0
49,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2010;",109098.79813309757,176197,0.25794701650738716,0,0.0
50,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18452968.92554476,19468013,0.3101479960605502,0,0.0
51,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2010;",1934657.018352064,1931628,5.311775021255016,0,0.0
52,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND t.production_year>1990;",9023656.493182853,9092685,0.4394539864733815,0,0.0
53,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>1990;",515452.6444826133,794787,3.374391992110759,0,0.0
54,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2;",18452968.92554476,19468013,0.29504799749702215,0,0.0
55,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>1990;",12011704.779987656,12738520,6.995472998823971,0,0.0
56,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2010 AND mk.keyword_id=8200;",1.0,11,4.8390369629487395,0,0.0
57,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.0423640522808,1242,4.1657109977677464,0,0.0
58,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2010;",5906660.338962355,5935230,1.3498799526132643,0,0.0
59,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2010;",30.312545076731457,1224,5.470948002766818,0,0.0
60,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2014;",723.159076746247,1054,2.7260310016572475,0,0.0
61,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id;",148399045.8331634,215765477,2.5022170157171786,0,0.0
62,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2014;",2978.3658252926407,3099,1.186650013551116,0,0.0
63,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>2014;",24427.898989170175,13221,4.650674003642052,0,0.0
64,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2014 AND mk.keyword_id=8200;",1.0,2,3.863474994432181,0,0.0
65,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.0423640522808,1242,0.2454359782859683,0,0.0
66,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2014;",2978.3658252926407,3099,0.30347402207553387,0,0.0
67,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2014;",1.0,33,5.616542999632657,0,0.0
68,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000 AND mk.keyword_id=8200;",4.125892521060594,11,4.174439993221313,0,0.0
69,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200;",458.0423640522808,1242,0.3330059698782861,0,0.0
70,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2000;",21203124.93906247,21334720,1.1725469958037138,0,0.0
71,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=8200 AND t.production_year>2000;",228.82926883863172,1224,5.81083504948765,0,0.0
72,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2000;",1356835.8788281984,1970380,2.7587770018726587,0,0.0
73,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id;",148399045.8331634,215765477,0.3616640460677445,0,0.0
74,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2000;",21203124.93906247,21334720,0.2334869932383299,0,0.0
75,"SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>2000;",72759492.00152166,114182642,3.816481039393693,0,0.0
76,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<1995;",4504346.063911105,4533382,1.246177009306848,0,0.0
77,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<1984;",691336.7903234019,695701,1.2671760050579906,0,0.0
78,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1980 AND t.production_year<2010;",21314427.990579102,21454165,1.5093720285221934,0,0.0
79,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=2;",7369502.083987286,7451973,1.1080199619755149,0,0.0
80,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15418850.354471434,13355828,1.8734770128503442,0,0.0
81,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459185,2609129,0.2959450357593596,0,0.0
82,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15418850.354471434,13355828,0.30917400727048516,0,0.0
83,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=4;",2699531.0569625227,2728943,0.8842039969749749,0,0.0
84,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=4;",5139299.693109235,4450853,1.6604930278845131,0,0.0
85,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459185,2609129,0.23221602896228433,0,0.0
86,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=4;",5139299.693109235,4450853,0.34092500573024154,0,0.0
87,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.role_id=7;",273472.2820115042,276403,0.7650839979760349,0,0.0
88,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=7;",596144.7163815467,794591,1.6208139713853598,0,0.0
89,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459185,2609129,0.23300497559830546,0,0.0
90,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=7;",596144.7163815467,794591,0.3327539889141917,0,0.0
91,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2005 AND t.production_year<2015 AND ci.role_id=2;",3248059.14662102,3211898,1.6419070307165384,0,0.0
92,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15418850.354471434,13355828,0.30151900136843324,0,0.0
93,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2005 AND t.production_year<2015;",534811.133118617,828838,2.983612008392811,0,0.0
94,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND t.production_year>2005 AND t.production_year<2015;",5913372.746284523,4893440,5.046913982369006,0,0.0
95,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>2007 AND t.production_year<2010 AND ci.role_id=2;",860600.3212536112,882675,1.3138079666532576,0,0.0
96,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2;",15418850.354471434,13355828,0.3142859786748886,0,0.0
97,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2007 AND t.production_year<2010;",142553.54597434736,221088,3.086455981247127,0,0.0
98,"SELECT COUNT(*) FROM movie_companies mc,cast_info ci,title t WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND t.production_year>2007 AND t.production_year<2010;",1631537.2808115932,1381288,4.8891460173763335,0,0.0
99,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND ci.role_id=1 AND t.production_year>2005;",5520839.71055761,4864041,1.3678889954462647,0,0.0
100,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2005;",535322.834363199,829639,2.8778990381397307,0,0.0
101,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=1;",27394091.983929407,27322258,1.653863990213722,0,0.0
102,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2005 AND ci.role_id=1;",10495815.43183435,8720023,4.793467989657074,0,0.0
103,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND ci.role_id=1 AND t.production_year>2010;",2053574.934996026,1759319,1.2731259921565652,0,0.0
104,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>2010;",190221.41466440295,294635,3.1523590441793203,0,0.0
105,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=1;",27394091.983929407,27322258,0.3521810285747051,0,0.0
106,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>2010 AND ci.role_id=1;",3566304.2726192446,2873214,4.582741996273398,0,0.0
107,"SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>1990;",26611611.85520085,26775477,1.2189939734525979,0,0.0
108,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>1990;",972889.879100461,1508127,3.0251909629441798,0,0.0
109,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id;",79703637.71769361,80274241,1.5624029911123216,0,0.0
110,"SELECT COUNT(*) FROM movie_companies mc,title t,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year>1990;",56407418.86574823,56965403,4.44509502267465,0,0.0
111,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND mk.keyword_id=398 AND t.production_year>1950 AND t.production_year<2000;",3043.2285810663325,5181,3.698462969623506,0,0.0
112,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2000;",325622.1132765418,511921,3.8368519744835794,0,0.0
113,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",11320.33348200407,14102,3.1377719715237617,0,0.0
114,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2000 AND mk.keyword_id=398;",4333.492803956769,7153,6.86949398368597,0,0.0
115,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND mk.keyword_id=398;",7254.306918707262,10544,1.8545970087870955,0,0.0
116,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2;",859897.692064133,1334883,0.2630960079841316,0,0.0
117,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",11320.33348200407,14102,0.2651980030350387,0,0.0
118,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mk.keyword_id=398;",11320.33348200407,14102,0.27093803510069847,0,0.0
119,"SELECT COUNT(*) FROM movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.production_year>1950;",2726039.9540402177,3961736,2.9095159843564034,0,0.0
120,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND t.production_year>1950;",1437129.0517538583,2229308,3.009161038789898,0,0.0
121,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id;",31958949.903969288,34863638,1.6647829907014966,0,0.0
122,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>1950;",28643857.249946762,31339132,5.326814018189907,0,0.0
123,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND mi.info_type_id=3 AND t.production_year>2005 AND t.production_year<2008;",118865.4006548704,107622,2.399135963059962,0,0.0
124,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005 AND t.production_year<2008;",15762.584453586567,39862,2.731208980549127,0,0.0
125,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008;",67371.54344084546,97755,3.5849310224875808,0,0.0
126,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=101 AND mi.info_type_id=3;",269837.698525829,546205,4.578130028676242,0,0.0
127,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND mi.info_type_id=3;",1326714.3738999772,1528236,4.383952007628977,0,0.0
128,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND mi_idx.info_type_id=101;",253041.67462528488,584222,3.3087690244428813,0,0.0
129,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t,movie_info mi WHERE t.id=mi_idx.movie_id AND t.id=mi.movie_id AND mi_idx.info_type_id=101 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3;",44544.668837071324,45776,4.582627967465669,0,0.0
130,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3;",113270.05088670693,118187,6.9641990121454,0,0.0
131,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi_idx.info_type_id=101;",35360.536651748065,52944,4.749082028865814,0,0.0
132,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND mi.info_type_id=3 AND mi_idx.info_type_id=101;",859373.5026260329,815636,9.188568976242095,0,0.0
133,"SELECT COUNT(*) FROM movie_companies mc,title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND t.production_year>2005 AND t.production_year<2008 AND mi.info_type_id=3 AND mi_idx.info_type_id=101;",80028.89236555297,75440,8.760011987760663,0,0.0
134,"SELECT COUNT(*) FROM movie_info mi,title t WHERE t.id=mi.movie_id AND mi.info_type_id=105;",121037.63941938693,121863,1.3951400178484619,0,0.0
135,"SELECT COUNT(*) FROM movie_info_idx mi_idx,title t WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=113;",4.0018654374115865,10,2.3265290074050426,0,0.0
136,"SELECT COUNT(*) FROM movie_companies mc,title t WHERE t.id=mc.movie_id;",1680792.4879459185,2609129,0.4209509934298694,0,0.0
